id,code,nom,type,prix,pays,volume,tauxAlcool,cup,producteur,agentPromo,urlImage
130724,244994,Albert Bichot Bourgogne Aligoté,Vin blanc,16.15,France,750.0,11.8,87113111205,Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/3/130724-1_1581313221.png
10667474,158246,Albert Bichot Bourgogne Vieilles Vignes,Vin rouge,19.05,France,750.0,12.5,87113110918,Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/0/10667474-1_1580598314.png
17897,292205,Albert Bichot Chablis,Vin blanc,24.95,France,750.0,13.0,87113111809,Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/7/17897-1_1580591719.png
10845357,164267,Albert Bichot Chardonnay Vieilles Vignes,Vin blanc,18.2,France,750.0,12.5,87113111359,Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/0/10845357-1_1580609113.png
14571701,320334,Albert Bichot Domaine du Pavillon Aloxe Corton Premier Cru Clos des Maréchaudes,Vin rouge,96.5,France,750.0,13.5,4000145717012,Maison Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/4/14571701-1_1613414141.png
14571285,320316,Albert Bichot Domaine Long-Depaquit Chablis Grand Cru Bougros,Vin blanc,78.75,France,750.0,13.0,4000145712857,Maison Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/wysiwyg/placeholder/category/06.png
14572026,320406,Albert Bichot Gevrey Chambertin Les Evocelles,Vin rouge,82.75,France,750.0,13.5,4000145720265,Maison Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/4/14572026-1_1612365932.png
22871,292721,Albert Bichot Pouilly-Fuissé,Vin blanc,25.85,France,750.0,13.3,87113114305,Albert Bichot,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/2/2/22871-1_1580591726.png
13851980,271958,Albino Rocca Barbaresco Ovello Vigna Loreto,Vin rouge,80.75,Italie,750.0,14.0,8032539432603,Azienda Agricola Rocca Albino,Valmonti Inc.,https://www.saq.com/media/catalog/product/1/3/13851980-1_1603295449.png
14646902,323554,Alchimia Crème à l'Érable,Crème,30.0,Canada,500.0,17.0,628176849041,Distillerie Stadaconé,Spiritueux Alchimia Inc,https://www.saq.com/media/catalog/product/1/4/14646902-1_1612390239.png
14562258,320202,Alchimia Vodka à l'Avoine Odorante,Vodka aromatisée,32.25,Canada,500.0,40.0,628176849010,Distillerie Stadaconé,Spiritueux Alchimia Inc,https://www.saq.com/media/catalog/product/1/4/14562258-1_1603914368.png
13460655,257231,Alessandro Berselli Astorre Noti Chianti Riserva,Vin rouge,16.95,Italie,750.0,13.5,8054314340514,Alessandro Berselli,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13460655-1_1593533115.png
13487188,258533,Alessandro Berselli Primitivo Salento,Vin rouge,19.95,Italie,750.0,14.5,8054314340460,Alma Wines,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13487188-1_1578536420.png
13190317,147479,Allegrini Corte Giara Valpolicella,Vin rouge,15.8,Italie,750.0,12.5,3081822010078,Corte Giara SRL,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13190317-1_1594997419.png
13419441,256373,Allegrini La Bragia Veneto,Vin rouge,18.55,Italie,750.0,14.0,8015822020886,Azienda Agricola Allegrini,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13419441-1_1578535516.png
907477,302834,Allegrini Palazzo della Torre Veronese,Vin rouge,23.95,Italie,750.0,14.0,8015822000178,Azienda Agricola Allegrini,Vinéo Inc.,https://www.saq.com/media/catalog/product/9/0/907477-1_1580607615.png
14003544,279503,Allegrini Villa Cavarena Valpolicella Ripasso,Vin rouge,23.0,Italie,750.0,13.69,8015822010504,Corte Giara SRL,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/4/14003544-1_1578548425.png
11156895,176090,Alma Negra M Blend Mendoza,Vin rouge,19.95,Argentine,750.0,13.5,890464460034,A. Bartholomaus & E. Catena,Noble Sélection,https://www.saq.com/media/catalog/product/1/1/11156895-1_1580613917.png
12057004,206894,Alois Lageder Pinot Bianco Sudtirol Alto Adige,Vin blanc,19.8,Italie,750.0,12.5,8000395102008,Alois Lageder SPA,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/2/12057004-1_1580658928.png
13897427,273968,Alois Lageder Riff delle Venezie,Vin blanc,15.85,Italie,750.0,12.5,8000395044940,Alois Lageder SPA,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/3/13897427-1_1600789566.png
33480,293582,Alphonse Mellot Sancerre la Moussière,Vin blanc,34.1,France,750.0,13.0,3273390552054,SCEA Alphonse Mellot,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/3/3/33480-1_1580593820.png
13632365,263966,Altamente Jumilla,Vin rouge,14.7,Espagne,750.0,14.0,8437004333704,Azul y Garanza,La QV Inc. (GB),https://www.saq.com/media/catalog/product/1/3/13632365-1_1580934012.png
14381318,305888,Altano Vin Biologique Douro,Vin rouge,16.35,Portugal,750.0,14.0,5608309008014,Symington Family Estates Vinhos Lda,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/4/14381318-1_1588617318.png
11668241,194666,Alto Moncayo Veraton,Vin rouge,37.5,Espagne,750.0,15.5,183684000037,Bodegas Alto Moncayo SA,Authentic Vins et Spiritueux inc,https://www.saq.com/media/catalog/product/1/1/11668241-1_1580666713.png
13794111,269540,Altolandon Milhistorias Manchuela,Vin rouge,16.3,Espagne,750.0,14.0,8437006339445,Altolandon,Divin Paradis Inc.,https://www.saq.com/media/catalog/product/1/3/13794111-1_1578542418.png
10349071,153653,Amaro Montenegro,Liqueur amère,26.8,Italie,750.0,23.0,8000330012317,Montenegro SRL,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/0/10349071-1_1580596220.png
342246,293660,Amarula,Crème,28.65,Afrique du Sud,750.0,17.0,83300048729,Southern Liquor Co.,Peter Mielzynski Agencies Limited,https://www.saq.com/media/catalog/product/3/4/342246-1_1580593827.png
12821771,236621,Amarula,Crème,39.5,Afrique du Sud,1140.0,17.0,6001108030139,Southern Liquor Co.,Peter Mielzynski Agencies Limited,https://www.saq.com/media/catalog/product/1/2/12821771-1_1578411310.png
13692481,266333,Ambo Grigio Friuli,Vin blanc,14.95,Italie,750.0,12.5,8054314340187,Alma Wines,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13692481-1_1595969715.png
13487161,258527,Ambo Nero Provincia di Pavia,Vin rouge,14.95,Italie,750.0,12.5,8054314340231,Alma Wines,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/3/13487161-1_1578536420.png
14070991,282107,Amer Amer,Liqueur amère,29.5,Canada,750.0,25.0,627843837213,Les Spiritueux Iberville,Représentation La Rep Inc.,https://www.saq.com/media/catalog/product/1/4/14070991-1_1578550815.png
13673888,265535,Amerable Amaro,Liqueur amère,35.0,Canada,750.0,30.0,830720154000,Certico Inc,Amphora Vins Fins et Spiritueux,https://www.saq.com/media/catalog/product/1/3/13673888-1_1607348747.png
14070966,282101,Amermelade,Apéritif à base de gentiane,21.3,Canada,750.0,18.0,627843837190,Les Spiritueux Iberville,Représentation La Rep Inc.,https://www.saq.com/media/catalog/product/1/4/14070966-1_1578550814.png
13505008,259250,Amernoir,Liqueur amère,33.0,Canada,750.0,31.0,627843837169,Les Spiritueux Iberville,Représentation La Rep Inc.,https://www.saq.com/media/catalog/product/1/3/13505008-1_1578537007.png
14492616,316307,Amora Brava Indio Rei Dão,Vin rouge,15.95,Portugal,750.0,13.0,5601250105054,"Amora Brava, Unip. Lda",Noble Sélection,https://www.saq.com/media/catalog/product/1/4/14492616-1_1604416868.png
13284858,147494,Anakena Cabernet-Sauvignon,Vin rouge,12.95,Chili,750.0,13.0,5010134914772,Vina Anakena,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/3/13284858-1_1605726647.png
11133239,174914,Animus Douro,Vin rouge,12.55,Portugal,750.0,12.0,5601815421216,Vincente Leite de Faria (Vinhos) Lda,Société de Vins Fins Ltée.,https://www.saq.com/media/catalog/product/1/1/11133239-1_1580613314.png
585422,296654,Anselmi San Vincenzo Veneto,Vin blanc,16.95,Italie,750.0,12.5,687004000610,Anselmi SRL,Montalvin Inc. (GB),https://www.saq.com/media/catalog/product/5/8/585422-1_1608571833.png
14347574,304655,Anselmo Mendes Pardusco,Vin rouge,16.0,Portugal,750.0,12.0,5606486988587,Anselmo Mendes,Vins Balthazard Inc.,https://www.saq.com/media/catalog/product/1/4/14347574-1_1600272063.png
10666084,158213,Antech Expression Crémant de Limoux,Vin mousseux,19.8,France,750.0,12.0,3274893303587,G. et R. Antech SA Domaine De Flassian,Noble Sélection,https://www.saq.com/media/catalog/product/1/0/10666084-1_1603832154.png
447334,294650,Antoine Bonet Merlot,Vin rouge,49.25,France,4000.0,13.0,774336473349,La Maison Kléber,"Vins Arterra Canada, division Québec Inc",https://www.saq.com/media/catalog/product/4/4/447334-1_1606227649.png
36012,293816,Antoine Moueix La Grande Chapelle Bordeaux,Vin rouge,13.9,France,750.0,13.5,3326260057378,Antoine Moueix,Sélect Vins Advini Inc.,https://www.saq.com/media/catalog/product/3/6/36012-1_1608221457.png
13188815,248330,Antonin Rodet Coteaux Bourguignons,Vin rouge,14.8,France,750.0,12.5,3271360041744,Antonin Rodet,Univins et spiritueux Inc,https://www.saq.com/media/catalog/product/1/3/13188815-1_1581315325.png
11386885,183542,Antu Cabernet Sauvignon Carmenère Valle de Colchagua,Vin rouge,18.8,Chili,750.0,14.0,7804407001829,Vina Montgras,Société de Vins Fins Ltée.,https://www.saq.com/media/catalog/product/1/1/11386885-1_1580617217.png
11639070,193745,Aperol,Apéritif à base de gentiane,21.95,Italie,750.0,11.0,86785900001,Davide Campari,Forty Creek Distillery LTD,https://www.saq.com/media/catalog/product/1/1/11639070-1_1580625016.png
12740840,233777,Apothic Dark,Vin rouge,14.95,États-Unis,750.0,14.0,85000022863,E. & J. Gallo Winery,Gallo Canada Ltée (E. & J.),https://www.saq.com/media/catalog/product/1/2/12740840-1_1585074912.png
11315497,180749,Apothic Red,Vin rouge,14.95,États-Unis,750.0,13.0,85000017746,Apothic Wines,Gallo Canada Ltée (E. & J.),https://www.saq.com/media/catalog/product/1/1/11315497-1_1584984920.png
14588159,321567,Appleton Estate Reserve 8 ans,Rhum ambré,34.75,Jamaïque,750.0,43.0,69321004555,Forty Creek Distillery - a division of Gruppo Campari,Forty Creek Distillery LTD,https://www.saq.com/media/catalog/product/1/4/14588159-1_1602104752.png
177808,292193,Appleton Estate Signature,Rhum ambré,26.85,Jamaïque,750.0,40.0,69321004579,J. Wray & Nephew Limited,Forty Creek Distillery LTD,https://www.saq.com/media/catalog/product/1/7/177808-1_1584547219.png
11464257,186398,Appleton Estate Signature,Rhum ambré,37.5,Jamaïque,1140.0,40.0,69321004586,J. Wray & Nephew Limited,Forty Creek Distillery LTD,https://www.saq.com/media/catalog/product/1/1/11464257-1_1596545710.png
13940801,276494,Aquavice,Eau-de-vie,40.0,Canada,750.0,40.0,627987043662,Distillerie Vice Vertu,Esprit Rézin 9317-2724 Qc Inc. (spirit.),https://www.saq.com/media/catalog/product/1/3/13940801-1_1578546612.png
13792422,269564,Aranléon Blés Valencia,Vin blanc,13.95,Espagne,750.0,13.0,8437004254320,Bodega Aranléon,Univins et spiritueux Inc,https://www.saq.com/media/catalog/product/1/3/13792422-1_1578542417.png
10856427,164942,Aranleon Blés Valencia Crianza,Vin rouge,14.7,Espagne,750.0,13.5,8437004254030,Dominio de Aranleon,Univins et spiritueux Inc,https://www.saq.com/media/catalog/product/1/0/10856427-1_1580609125.png
14346740,305519,Aranléon Solo Utiel-Requena,Vin rouge,19.45,Espagne,750.0,14.0,8437004254023,Bodega Aranléon,Univins et spiritueux Inc,https://www.saq.com/media/catalog/product/1/4/14346740-1_1580353219.png
10967434,168884,Arboleda Cabernet-Sauvignon Valle de Aconcagua,Vin rouge,19.0,Chili,750.0,14.0,608057104971,Vina Arboleda S.A.,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/0/10967434-1_1580610920.png
560474,296150,Ardbeg 10 Ans Islay Single Malt Scotch Whisky,Scotch single malt,99.75,Royaume Uni,750.0,46.0,5010494910971,Ardbeg Distillery Limited,Charton Hobbs Inc,https://www.saq.com/media/catalog/product/5/6/560474-1_1584392105.png
11097477,173783,Argyros Atlantis,Vin blanc,22.8,Grèce,750.0,13.0,5200323010600,Domaine I.M. Argyros,Oenopole Inc.,https://www.saq.com/media/catalog/product/1/1/11097477-1_1582040124.png
14410596,309518,Arianna Occhipinti Pettineo Terre Siciliane,Vin rouge,82.5,Italie,750.0,12.5,4000144105964,Arianna Occhipinti,Oenopole Inc.,https://www.saq.com/media/catalog/product/1/4/14410596-1_1606315264.png
13319598,252941,Armand de Brignac Brut,Champagne rosé,431.25,France,750.0,12.5,8134970053314,Armand de Brignac Holdings,Southern Glazer's Wine,https://www.saq.com/media/catalog/product/1/3/13319598-1_1578534031.png
11339149,181577,Armand de Brignac Gold Brut,Champagne,299.75,France,750.0,12.5,813497005256,Armand de Brignac Holdings,Southern Glazer's Wine,https://www.saq.com/media/catalog/product/1/1/11339149-1_1580616314.png
11156481,176021,Arthur Metz,Poire Williams,38.5,France,700.0,42.0,3263285101580,Arthur Metz,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/1/11156481-1_1580613914.png
14018412,280196,Arthur Metz Sushi,Vin blanc,17.95,France,750.0,12.5,3183520705185,Arthur Metz,Les Sélections François Fréchette,https://www.saq.com/media/catalog/product/1/4/14018412-1_1578549022.png
10394533,154607,Astica Sauvignon Blanc,Vin blanc,8.85,Argentine,750.0,13.0,7790240090277,Bodegas Trapiche,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/1/0/10394533-1_1580596816.png
14444930,313798,Astorre Noti Chianti,Vin rouge,12.95,Italie,750.0,13.0,8054314342068,Alma Wines,Vinéo Inc.,https://www.saq.com/media/catalog/product/1/4/14444930-1_1595609148.png
11472409,186644,Attems Pinot Grigio Friuli,Vin blanc,18.95,Italie,750.0,12.5,8007425002079,Conti Attems Srl,Mark Anthony Brands Ltd,https://www.saq.com/media/catalog/product/1/1/11472409-1_1580622011.png
12895171,239066,Au Pied de Cochon Gin de Matante,Dry gin,45.5,Canada,750.0,40.0,874381000993,Distillerie Vice Vertu,Esprit Rézin 9317-2724 Qc Inc. (spirit.),https://www.saq.com/media/catalog/product/1/2/12895171-1_1580330109.png
12895180,239069,Au Pied de Cochon Gin de Mononcle,Dry gin,45.5,Canada,750.0,40.0,874381000986,Distillerie Vice Vertu,Esprit Rézin 9317-2724 Qc Inc. (spirit.),https://www.saq.com/media/catalog/product/1/2/12895180-1_1580330110.png
11156174,175934,Auchentoshan 12 ans Lowland Single Malt Scotch Whisky,Scotch single malt,60.25,Royaume Uni,750.0,40.0,2380394001844,Auchentoshan Distillery,Beam Canada Inc.,https://www.saq.com/media/catalog/product/1/1/11156174-1_1580613911.png
14555171,320187,Aupale,Vodka,44.25,Canada,750.0,40.0,851595000018,BluePearl Distillerie,Agence Les Insolites Inc.,https://www.saq.com/media/catalog/product/1/4/14555171-1_1600789569.png
14432744,313043,Aveleda Alvarinho Minho,Vin blanc,14.95,Portugal,750.0,12.5,5601096401303,Aveleda Sociedade Agricola e Commercial,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/1/4/14432744-1_1590783317.png
5322,295769,Aveleda Vinho verde,Vin blanc,11.15,Portugal,750.0,10.0,5601096210264,Quinta da Aveleda SA,Vins Philippe Dandurand Ltée,https://www.saq.com/media/catalog/product/5/3/5322-1_1604431839.png
14064101,281942,Bacalhôa Catarina,Vin rouge,14.55,Portugal,750.0,14.0,5601237001478,Bacalhoa Vinhos de Portugal SA,"Elixirs, Vins et Spiritueux Inc.",https://www.saq.com/media/catalog/product/1/4/14064101-1_1578550524.png
492520,295247,Bacardi 8 Ans,Rhum ambré,33.5,Porto Rico,750.0,40.0,80480505400,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/4/9/492520-1_1580601626.png
13336275,253274,Bacardi Breezer Ananas des Îles,Cooler à base de spiritueux,13.5,Canada,2130.0,5.0,620213701084,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13336275-1_1580436913.png
13586434,262160,Bacardi Breezer Pina Colada,Cooler à base de spiritueux,13.5,Canada,2130.0,5.0,620213701053,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13586434-1_1578538511.png
1206,206927,Bacardi Gold,Rhum ambré,25.05,Canada,750.0,40.0,80480007584,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/2/1206-1_1580658928.png
398552,294116,Bacardi Limon,Rhum aromatisé,25.15,États-Unis,750.0,35.0,80480980252,Bacardi Bottling Corp,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/3/9/398552-1_1580600716.png
13937396,276404,Bacardi Spiced,Rhum épicé,24.95,États-Unis,750.0,35.0,80480984939,Bacardi Bottling Corp,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13937396-1_1582896312.png
13478821,258008,Bacardi Spiced,Rhum épicé,36.5,États-Unis,1140.0,35.0,80480984915,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13478821-1_1582896310.png
13462845,257348,Bacardi Spiced,Rhum épicé,13.75,États-Unis,375.0,35.0,80480984922,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13462845-1_1582896310.png
596,296780,Bacardi Superior,Rhum blanc,13.9,Canada,375.0,40.0,620213015600,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/5/9/596-1_1580603127.png
117,195797,Bacardi Superior,Rhum blanc,23.25,Canada,750.0,40.0,80480007577,Bacardi Canada Inc.,Bacardi Canada Inc.,https://www.saq.com/media/catalog/product/1/1/117-1_1580626214.png
12135092,209009,Badenhorst Secateurs Chenin Blanc Swartland,Vin blanc,19.05,Afrique du Sud,750.0,12.5,2069204591095,Adi Badenhorst,Symbiose vins et cies inc.,https://www.saq.com/media/catalog/product/1/2/12135092-1_1580660125.png
13305057,252500,Baileys Almande,Crème,32.0,États-Unis,750.0,13.0,82000776468,Diageo Canada Inc.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/1/3/13305057-1_1578534016.png
12719741,233264,Baileys Caramel Salé,Crème,30.75,Irlande,750.0,17.0,5011013930197,R. & A. Bailey & Co.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/1/2/12719741-1_1594925116.png
74393,299636,Baileys l'Originale,Crème,18.0,Irlande,375.0,17.0,5011013100194,R. & A. Bailey & Co.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/7/4/74393-1_1580605220.png
5959,296777,Baileys l'Originale,Crème,30.25,Irlande,750.0,17.0,5011013100132,R. & A. Bailey & Co.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/5/9/5959-1_1580603127.png
193490,292331,Baileys l'Originale,Crème,62.25,Irlande,1750.0,17.0,5011013100088,R. & A. Bailey & Co.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/1/9/193490-1_1580592610.png
10666826,158219,Baileys l'Originale,Crème,40.25,Irlande,1140.0,17.0,5011013100095,R. & A. Bailey & Co.,Diageo Canada Inc.,https://www.saq.com/media/catalog/product/1/0/10666826-1_1580598313.png
